Datum,Tid,Tidpunkt,Tidpunkt timvis,Väg,Totalt antal påstigande
6/1/2024,08:00:00,6/1/2024 8:00:00 AM,6/1/2024 8:00:00 AM,UT,22
6/1/2024,09:15:00,6/1/2024 9:15:00 AM,6/1/2024 9:00:00 AM,UT,99
6/1/2024,11:15:00,6/1/2024 11:15:00 AM,6/1/2024 11:00:00 AM,UT,108
6/1/2024,11:04:00,6/1/2024 11:04:00 AM,6/1/2024 11:00:00 AM,UT,129
6/1/2024,12:04:00,6/1/2024 12:04:00 PM,6/1/2024 12:00:00 PM,UT,135
6/1/2024,07:05:00,6/1/2024 7:05:00 AM,6/1/2024 7:00:00 AM,IN,
6/1/2024,08:52:00,6/1/2024 8:52:00 AM,6/1/2024 8:00:00 AM,IN,33
6/1/2024,10:03:00,6/1/2024 10:03:00 AM,6/1/2024 10:00:00 AM,IN,109
6/2/2024,06:15:00,6/2/2024 6:15:00 AM,6/2/2024 6:00:00 AM,UT,15
6/2/2024,08:02:00,6/2/2024 8:02:00 AM,6/2/2024 8:00:00 AM,UT,35
6/2/2024,09:05:00,6/2/2024 9:05:00 AM,6/2/2024 9:00:00 AM,UT,163
6/2/2024,11:05:00,6/2/2024 11:05:00 AM,6/2/2024 11:00:00 AM,UT,115
6/2/2024,13:05:00,6/2/2024 1:05:00 PM,6/2/2024 1:00:00 PM,UT,148
6/2/2024,06:04:00,6/2/2024 6:04:00 AM,6/2/2024 6:00:00 AM,IN,10
6/2/2024,07:31:00,6/2/2024 7:31:00 AM,6/2/2024 7:00:00 AM,IN,39
6/2/2024,09:12:00,6/2/2024 9:12:00 AM,6/2/2024 9:00:00 AM,IN,42
6/2/2024,10:54:00,6/2/2024 10:54:00 AM,6/2/2024 10:00:00 AM,IN,100
6/2/2024,12:05:00,6/2/2024 12:05:00 PM,6/2/2024 12:00:00 PM,IN,159
6/3/2024,05:11:00,6/3/2024 5:11:00 AM,6/3/2024 5:00:00 AM,UT,3
6/3/2024,06:08:00,6/3/2024 6:08:00 AM,6/3/2024 6:00:00 AM,UT,24
6/3/2024,07:54:00,6/3/2024 7:54:00 AM,6/3/2024 7:00:00 AM,UT,101
6/3/2024,09:02:00,6/3/2024 9:02:00 AM,6/3/2024 9:00:00 AM,UT,46
6/3/2024,11:05:00,6/3/2024 11:05:00 AM,6/3/2024 11:00:00 AM,UT,35
6/3/2024,12:05:00,6/3/2024 12:05:00 PM,6/3/2024 12:00:00 PM,UT,30
6/3/2024,14:04:00,6/3/2024 2:04:00 PM,6/3/2024 2:00:00 PM,UT,21
6/3/2024,15:03:00,6/3/2024 3:03:00 PM,6/3/2024 3:00:00 PM,UT,108
6/3/2024,16:04:00,6/3/2024 4:04:00 PM,6/3/2024 4:00:00 PM,UT,22
6/3/2024,17:37:00,6/3/2024 5:37:00 PM,6/3/2024 5:00:00 PM,UT,72
6/3/2024,19:05:00,6/3/2024 7:05:00 PM,6/3/2024 7:00:00 PM,UT,38
6/3/2024,05:06:00,6/3/2024 5:06:00 AM,6/3/2024 5:00:00 AM,IN,12
6/3/2024,05:58:00,6/3/2024 5:58:00 AM,6/3/2024 5:00:00 AM,IN,56
6/3/2024,07:21:00,6/3/2024 7:21:00 AM,6/3/2024 7:00:00 AM,IN,109
6/3/2024,09:15:00,6/3/2024 9:15:00 AM,6/3/2024 9:00:00 AM,IN,116
6/3/2024,10:12:00,6/3/2024 10:12:00 AM,6/3/2024 10:00:00 AM,IN,65
6/3/2024,12:42:00,6/3/2024 12:42:00 PM,6/3/2024 12:00:00 PM,IN,62
6/3/2024,13:47:00,6/3/2024 1:47:00 PM,6/3/2024 1:00:00 PM,IN,60
6/3/2024,15:27:00,6/3/2024 3:27:00 PM,6/3/2024 3:00:00 PM,IN,84
6/3/2024,16:34:00,6/3/2024 4:34:00 PM,6/3/2024 4:00:00 PM,IN,93
6/3/2024,17:24:00,6/3/2024 5:24:00 PM,6/3/2024 5:00:00 PM,IN,13
6/3/2024,18:57:00,6/3/2024 6:57:00 PM,6/3/2024 6:00:00 PM,IN,27
6/3/2024,20:12:00,6/3/2024 8:12:00 PM,6/3/2024 8:00:00 PM,IN,31
6/4/2024,05:11:00,6/4/2024 5:11:00 AM,6/4/2024 5:00:00 AM,UT,3
6/4/2024,06:00:00,6/4/2024 6:00:00 AM,6/4/2024 6:00:00 AM,UT,0
6/4/2024,07:25:00,6/4/2024 7:25:00 AM,6/4/2024 7:00:00 AM,UT,43
6/4/2024,11:05:00,6/4/2024 11:05:00 AM,6/4/2024 11:00:00 AM,UT,61
6/4/2024,12:05:00,6/4/2024 12:05:00 PM,6/4/2024 12:00:00 PM,UT,20
6/4/2024,14:35:00,6/4/2024 2:35:00 PM,6/4/2024 2:00:00 PM,UT,0
6/4/2024,15:03:00,6/4/2024 3:03:00 PM,6/4/2024 3:00:00 PM,UT,125
6/4/2024,16:04:00,6/4/2024 4:04:00 PM,6/4/2024 4:00:00 PM,UT,28
6/4/2024,17:34:00,6/4/2024 5:34:00 PM,6/4/2024 5:00:00 PM,UT,86
6/4/2024,19:05:00,6/4/2024 7:05:00 PM,6/4/2024 7:00:00 PM,UT,40
6/4/2024,05:06:00,6/4/2024 5:06:00 AM,6/4/2024 5:00:00 AM,IN,13
6/4/2024,05:58:00,6/4/2024 5:58:00 AM,6/4/2024 5:00:00 AM,IN,53
6/4/2024,06:55:00,6/4/2024 6:55:00 AM,6/4/2024 6:00:00 AM,IN,78
6/4/2024,08:25:00,6/4/2024 8:25:00 AM,6/4/2024 8:00:00 AM,IN,106
6/4/2024,12:42:00,6/4/2024 12:42:00 PM,6/4/2024 12:00:00 PM,IN,79
6/4/2024,13:47:00,6/4/2024 1:47:00 PM,6/4/2024 1:00:00 PM,IN,174
6/4/2024,15:25:00,6/4/2024 3:25:00 PM,6/4/2024 3:00:00 PM,IN,7
6/4/2024,16:34:00,6/4/2024 4:34:00 PM,6/4/2024 4:00:00 PM,IN,115
6/4/2024,17:24:00,6/4/2024 5:24:00 PM,6/4/2024 5:00:00 PM,IN,39
6/4/2024,18:57:00,6/4/2024 6:57:00 PM,6/4/2024 6:00:00 PM,IN,42
6/4/2024,20:12:00,6/4/2024 8:12:00 PM,6/4/2024 8:00:00 PM,IN,36
6/5/2024,05:11:00,6/5/2024 5:11:00 AM,6/5/2024 5:00:00 AM,UT,4
6/5/2024,06:08:00,6/5/2024 6:08:00 AM,6/5/2024 6:00:00 AM,UT,26
6/5/2024,07:54:00,6/5/2024 7:54:00 AM,6/5/2024 7:00:00 AM,UT,111
6/5/2024,09:25:00,6/5/2024 9:25:00 AM,6/5/2024 9:00:00 AM,UT,132
6/5/2024,11:05:00,6/5/2024 11:05:00 AM,6/5/2024 11:00:00 AM,UT,25
6/5/2024,12:05:00,6/5/2024 12:05:00 PM,6/5/2024 12:00:00 PM,UT,10
6/5/2024,15:03:00,6/5/2024 3:03:00 PM,6/5/2024 3:00:00 PM,UT,137
6/5/2024,16:04:00,6/5/2024 4:04:00 PM,6/5/2024 4:00:00 PM,UT,29
6/5/2024,17:37:00,6/5/2024 5:37:00 PM,6/5/2024 5:00:00 PM,UT,103
6/5/2024,19:05:00,6/5/2024 7:05:00 PM,6/5/2024 7:00:00 PM,UT,54
6/5/2024,05:06:00,6/5/2024 5:06:00 AM,6/5/2024 5:00:00 AM,IN,14
6/5/2024,05:58:00,6/5/2024 5:58:00 AM,6/5/2024 5:00:00 AM,IN,57
6/5/2024,06:55:00,6/5/2024 6:55:00 AM,6/5/2024 6:00:00 AM,IN,82
6/5/2024,09:15:00,6/5/2024 9:15:00 AM,6/5/2024 9:00:00 AM,IN,99
6/5/2024,10:12:00,6/5/2024 10:12:00 AM,6/5/2024 10:00:00 AM,IN,81
6/5/2024,12:42:00,6/5/2024 12:42:00 PM,6/5/2024 12:00:00 PM,IN,82
6/5/2024,13:47:00,6/5/2024 1:47:00 PM,6/5/2024 1:00:00 PM,IN,78
6/5/2024,16:34:00,6/5/2024 4:34:00 PM,6/5/2024 4:00:00 PM,IN,66
6/5/2024,17:24:00,6/5/2024 5:24:00 PM,6/5/2024 5:00:00 PM,IN,8
6/5/2024,18:57:00,6/5/2024 6:57:00 PM,6/5/2024 6:00:00 PM,IN,22
6/5/2024,20:12:00,6/5/2024 8:12:00 PM,6/5/2024 8:00:00 PM,IN,61
6/6/2024,06:15:00,6/6/2024 6:15:00 AM,6/6/2024 6:00:00 AM,UT,30
6/6/2024,08:02:00,6/6/2024 8:02:00 AM,6/6/2024 8:00:00 AM,UT,39
6/6/2024,09:25:00,6/6/2024 9:25:00 AM,6/6/2024 9:00:00 AM,UT,65
6/6/2024,12:03:00,6/6/2024 12:03:00 PM,6/6/2024 12:00:00 PM,UT,95
6/6/2024,06:02:00,6/6/2024 6:02:00 AM,6/6/2024 6:00:00 AM,IN,20
6/6/2024,07:32:00,6/6/2024 7:32:00 AM,6/6/2024 7:00:00 AM,IN,67
6/6/2024,09:12:00,6/6/2024 9:12:00 AM,6/6/2024 9:00:00 AM,IN,50
6/6/2024,10:29:00,6/6/2024 10:29:00 AM,6/6/2024 10:00:00 AM,IN,98
6/6/2024,13:42:00,6/6/2024 1:42:00 PM,6/6/2024 1:00:00 PM,IN,61
6/7/2024,05:11:00,6/7/2024 5:11:00 AM,6/7/2024 5:00:00 AM,UT,2
6/7/2024,06:08:00,6/7/2024 6:08:00 AM,6/7/2024 6:00:00 AM,UT,23
6/7/2024,07:54:00,6/7/2024 7:54:00 AM,6/7/2024 7:00:00 AM,UT,25
6/7/2024,09:02:00,6/7/2024 9:02:00 AM,6/7/2024 9:00:00 AM,UT,46
6/7/2024,11:05:00,6/7/2024 11:05:00 AM,6/7/2024 11:00:00 AM,UT,69
6/7/2024,12:05:00,6/7/2024 12:05:00 PM,6/7/2024 12:00:00 PM,UT,44
6/7/2024,15:03:00,6/7/2024 3:03:00 PM,6/7/2024 3:00:00 PM,UT,75
6/7/2024,16:04:00,6/7/2024 4:04:00 PM,6/7/2024 4:00:00 PM,UT,34
6/7/2024,17:37:00,6/7/2024 5:37:00 PM,6/7/2024 5:00:00 PM,UT,82
6/7/2024,19:05:00,6/7/2024 7:05:00 PM,6/7/2024 7:00:00 PM,UT,46
6/7/2024,05:06:00,6/7/2024 5:06:00 AM,6/7/2024 5:00:00 AM,IN,9
6/7/2024,05:58:00,6/7/2024 5:58:00 AM,6/7/2024 5:00:00 AM,IN,50
6/7/2024,07:21:00,6/7/2024 7:21:00 AM,6/7/2024 7:00:00 AM,IN,60
6/7/2024,08:25:00,6/7/2024 8:25:00 AM,6/7/2024 8:00:00 AM,IN,109
6/7/2024,09:15:00,6/7/2024 9:15:00 AM,6/7/2024 9:00:00 AM,IN,87
6/7/2024,12:47:00,6/7/2024 12:47:00 PM,6/7/2024 12:00:00 PM,IN,57
6/7/2024,13:47:00,6/7/2024 1:47:00 PM,6/7/2024 1:00:00 PM,IN,73
6/7/2024,16:34:00,6/7/2024 4:34:00 PM,6/7/2024 4:00:00 PM,IN,136
6/7/2024,17:24:00,6/7/2024 5:24:00 PM,6/7/2024 5:00:00 PM,IN,53
6/7/2024,18:57:00,6/7/2024 6:57:00 PM,6/7/2024 6:00:00 PM,IN,28
6/7/2024,20:12:00,6/7/2024 8:12:00 PM,6/7/2024 8:00:00 PM,IN,36
6/8/2024,09:25:00,6/8/2024 9:25:00 AM,6/8/2024 9:00:00 AM,UT,76
6/8/2024,12:01:00,6/8/2024 12:01:00 PM,6/8/2024 12:00:00 PM,UT,43
6/8/2024,13:01:00,6/8/2024 1:01:00 PM,6/8/2024 1:00:00 PM,UT,21
6/8/2024,14:01:00,6/8/2024 2:01:00 PM,6/8/2024 2:00:00 PM,UT,77
6/8/2024,15:04:00,6/8/2024 3:04:00 PM,6/8/2024 3:00:00 PM,UT,23
6/8/2024,16:04:00,6/8/2024 4:04:00 PM,6/8/2024 4:00:00 PM,UT,3
6/8/2024,10:29:00,6/8/2024 10:29:00 AM,6/8/2024 10:00:00 AM,IN,155
6/8/2024,13:02:00,6/8/2024 1:02:00 PM,6/8/2024 1:00:00 PM,IN,5
6/8/2024,14:02:00,6/8/2024 2:02:00 PM,6/8/2024 2:00:00 PM,IN,8
6/8/2024,15:05:00,6/8/2024 3:05:00 PM,6/8/2024 3:00:00 PM,IN,10
6/8/2024,16:32:00,6/8/2024 4:32:00 PM,6/8/2024 4:00:00 PM,IN,51
6/8/2024,17:37:00,6/8/2024 5:37:00 PM,6/8/2024 5:00:00 PM,IN,36
6/9/2024,06:15:00,6/9/2024 6:15:00 AM,6/9/2024 6:00:00 AM,UT,10
6/9/2024,08:02:00,6/9/2024 8:02:00 AM,6/9/2024 8:00:00 AM,UT,20
6/9/2024,09:25:00,6/9/2024 9:25:00 AM,6/9/2024 9:00:00 AM,UT,26
6/9/2024,12:03:00,6/9/2024 12:03:00 PM,6/9/2024 12:00:00 PM,UT,40
6/9/2024,06:02:00,6/9/2024 6:02:00 AM,6/9/2024 6:00:00 AM,IN,9
6/9/2024,07:32:00,6/9/2024 7:32:00 AM,6/9/2024 7:00:00 AM,IN,20
6/9/2024,09:12:00,6/9/2024 9:12:00 AM,6/9/2024 9:00:00 AM,IN,53
6/9/2024,10:29:00,6/9/2024 10:29:00 AM,6/9/2024 10:00:00 AM,IN,114
6/9/2024,13:42:00,6/9/2024 1:42:00 PM,6/9/2024 1:00:00 PM,IN,84
6/10/2024,05:11:00,6/10/2024 5:11:00 AM,6/10/2024 5:00:00 AM,UT,2
6/10/2024,06:08:00,6/10/2024 6:08:00 AM,6/10/2024 6:00:00 AM,UT,31
6/10/2024,07:54:00,6/10/2024 7:54:00 AM,6/10/2024 7:00:00 AM,UT,80
6/10/2024,09:02:00,6/10/2024 9:02:00 AM,6/10/2024 9:00:00 AM,UT,70
6/10/2024,11:05:00,6/10/2024 11:05:00 AM,6/10/2024 11:00:00 AM,UT,21
6/10/2024,12:05:00,6/10/2024 12:05:00 PM,6/10/2024 12:00:00 PM,UT,12
6/10/2024,15:03:00,6/10/2024 3:03:00 PM,6/10/2024 3:00:00 PM,UT,104
6/10/2024,16:04:00,6/10/2024 4:04:00 PM,6/10/2024 4:00:00 PM,UT,26
6/10/2024,17:37:00,6/10/2024 5:37:00 PM,6/10/2024 5:00:00 PM,UT,94
6/10/2024,19:05:00,6/10/2024 7:05:00 PM,6/10/2024 7:00:00 PM,UT,35
6/10/2024,05:06:00,6/10/2024 5:06:00 AM,6/10/2024 5:00:00 AM,IN,12
6/10/2024,05:58:00,6/10/2024 5:58:00 AM,6/10/2024 5:00:00 AM,IN,41
6/10/2024,06:55:00,6/10/2024 6:55:00 AM,6/10/2024 6:00:00 AM,IN,105
6/10/2024,07:21:00,6/10/2024 7:21:00 AM,6/10/2024 7:00:00 AM,IN,99
6/10/2024,10:12:00,6/10/2024 10:12:00 AM,6/10/2024 10:00:00 AM,IN,73
6/10/2024,12:42:00,6/10/2024 12:42:00 PM,6/10/2024 12:00:00 PM,IN,141
6/10/2024,13:47:00,6/10/2024 1:47:00 PM,6/10/2024 1:00:00 PM,IN,98
6/10/2024,16:34:00,6/10/2024 4:34:00 PM,6/10/2024 4:00:00 PM,IN,65
6/10/2024,17:24:00,6/10/2024 5:24:00 PM,6/10/2024 5:00:00 PM,IN,20
6/10/2024,18:57:00,6/10/2024 6:57:00 PM,6/10/2024 6:00:00 PM,IN,17
6/10/2024,20:12:00,6/10/2024 8:12:00 PM,6/10/2024 8:00:00 PM,IN,25
6/11/2024,05:11:00,6/11/2024 5:11:00 AM,6/11/2024 5:00:00 AM,UT,4
6/11/2024,06:08:00,6/11/2024 6:08:00 AM,6/11/2024 6:00:00 AM,UT,0
6/11/2024,07:25:00,6/11/2024 7:25:00 AM,6/11/2024 7:00:00 AM,UT,51
6/11/2024,11:05:00,6/11/2024 11:05:00 AM,6/11/2024 11:00:00 AM,UT,22
6/11/2024,12:05:00,6/11/2024 12:05:00 PM,6/11/2024 12:00:00 PM,UT,28
6/11/2024,15:03:00,6/11/2024 3:03:00 PM,6/11/2024 3:00:00 PM,UT,101
6/11/2024,16:04:00,6/11/2024 4:04:00 PM,6/11/2024 4:00:00 PM,UT,27
6/11/2024,17:37:00,6/11/2024 5:37:00 PM,6/11/2024 5:00:00 PM,UT,97
6/11/2024,19:05:00,6/11/2024 7:05:00 PM,6/11/2024 7:00:00 PM,UT,43
6/11/2024,05:06:00,6/11/2024 5:06:00 AM,6/11/2024 5:00:00 AM,IN,15
6/11/2024,05:58:00,6/11/2024 5:58:00 AM,6/11/2024 5:00:00 AM,IN,47
6/11/2024,07:21:00,6/11/2024 7:21:00 AM,6/11/2024 7:00:00 AM,IN,79
6/11/2024,08:25:00,6/11/2024 8:25:00 AM,6/11/2024 8:00:00 AM,IN,79
6/11/2024,12:42:00,6/11/2024 12:42:00 PM,6/11/2024 12:00:00 PM,IN,35
6/11/2024,13:47:00,6/11/2024 1:47:00 PM,6/11/2024 1:00:00 PM,IN,75
6/11/2024,16:34:00,6/11/2024 4:34:00 PM,6/11/2024 4:00:00 PM,IN,104
6/11/2024,17:24:00,6/11/2024 5:24:00 PM,6/11/2024 5:00:00 PM,IN,31
6/11/2024,18:57:00,6/11/2024 6:57:00 PM,6/11/2024 6:00:00 PM,IN,13
6/11/2024,20:12:00,6/11/2024 8:12:00 PM,6/11/2024 8:00:00 PM,IN,30
6/12/2024,05:11:00,6/12/2024 5:11:00 AM,6/12/2024 5:00:00 AM,UT,1
6/12/2024,06:08:00,6/12/2024 6:08:00 AM,6/12/2024 6:00:00 AM,UT,17
6/12/2024,07:54:00,6/12/2024 7:54:00 AM,6/12/2024 7:00:00 AM,UT,93
6/12/2024,09:02:00,6/12/2024 9:02:00 AM,6/12/2024 9:00:00 AM,UT,63
6/12/2024,11:05:00,6/12/2024 11:05:00 AM,6/12/2024 11:00:00 AM,UT,55
6/12/2024,12:05:00,6/12/2024 12:05:00 PM,6/12/2024 12:00:00 PM,UT,20
6/12/2024,15:03:00,6/12/2024 3:03:00 PM,6/12/2024 3:00:00 PM,UT,75
6/12/2024,16:04:00,6/12/2024 4:04:00 PM,6/12/2024 4:00:00 PM,UT,32
6/12/2024,17:37:00,6/12/2024 5:37:00 PM,6/12/2024 5:00:00 PM,UT,94
6/12/2024,19:05:00,6/12/2024 7:05:00 PM,6/12/2024 7:00:00 PM,UT,14
6/12/2024,05:06:00,6/12/2024 5:06:00 AM,6/12/2024 5:00:00 AM,IN,19
6/12/2024,05:58:00,6/12/2024 5:58:00 AM,6/12/2024 5:00:00 AM,IN,52
6/12/2024,07:21:00,6/12/2024 7:21:00 AM,6/12/2024 7:00:00 AM,IN,88
6/12/2024,08:25:00,6/12/2024 8:25:00 AM,6/12/2024 8:00:00 AM,IN,109
6/12/2024,10:12:00,6/12/2024 10:12:00 AM,6/12/2024 10:00:00 AM,IN,61
6/12/2024,12:42:00,6/12/2024 12:42:00 PM,6/12/2024 12:00:00 PM,IN,39
6/12/2024,13:47:00,6/12/2024 1:47:00 PM,6/12/2024 1:00:00 PM,IN,91
